MinistryName,MinisterName,EventDate,EventTitle,EventLocation,EventParticipants
Ministério da Economia,Paulo Guedes,2020-03-12 15:30,"Audiência com o Ceo Global da Huawei, Ken Hu ",Local: Ministério da Economia - Bloco P,"['Ronaldo Neves de Moura - Chefe de Gabinete da Agência Nacional de Telecomunicações', 'Marcelo Guaranys – Secretário Executivo', 'Diogo Mac Cord – Seretário de Desenvolvimento da Infraestrutura ', 'Cesar Matos - Secretário de Advocacia da Concorrência e Competitividade', 'Yana Dumaresq – Secretária Especial do Comércio Exterior e Assuntos Internacionais', 'Adjunta', 'Elisa Fraga – Assessora SECINT', 'Martha Seillier - Secretária Especial do Programa de Parcerias de Investimentos – SPPI', 'Marcelo Siqueira – Chefe da Assessoria Especial do Ministro', 'Marcelo Souza – Diretor de Programa da SE (a pedido da SE)', 'Lua Selene da Silva Almeida – Assessora da Secretaria Especial do Programa de Parcerias de Investimentos – SPPI', 'Yao Wei', 'Presidente da Huawei Brasil', 'Steven Shenjianfeng', 'Vice-Presidente de Relações Institucionais', 'Atilio Ruli', 'Diretor Sênior de Relações Governamentais', 'Zhouzhilei – Presidente América Latina ', 'Sunbaocheng – Presidente de Carrier Business ', 'Zhuli – Assistente da Vice Presidência', '']"
Ministério da Economia,Paulo Guedes,2020-03-13 09:00,"Reunião com os presidentes do Banco do Brasil, Rubem Novaes, da Caixa Econômica Federal, Pedro Guimarães, e do Banco Central, Roberto Campos Neto (call)",Local: Ministério da Economia – Bloco P,"['Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos', 'Marcelo Guaranys – Secretário Executivo  ', 'Esteves Colnago – Chefe da Assessoria Especial de Relações Institucionais', 'Waldery Rodrigues - Secretário Especial de Fazenda', 'José Levi do Amaral - Procurador-Geral da Fazenda Nacional', 'Mansueto Almeida – Secretário do Tesouro Nacional ', 'Marcelo Siqueira - Assessor Especial do Ministro']"
Ministério da Economia,Paulo Guedes,2020-03-13 10:30,"Reunião com Braga Netto, ministro-chefe da Casa Civil",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-03-13 17:30,Reunião com Eduardo Bartolomeo - Diretor-Presidente da Vale S.A. (cancelada),Local: Ministério da Economia no Rio de Janeiro – RJ,"['Luiz Eduardo Osório – Vice-Presidente da Vale S.A', 'Caio Megale – Diretor de Programa Secretaria Especial de Fazenda']"
Ministério da Economia,Paulo Guedes,2020-03-11 09:00,Reunião com os senadores Márcio Bittar (MDB-AC) e Oriovisto Guimarães (Podemos-PR),Local: Ministério da Economia - Bloco P,"['Waldery Rodrigues – Secretário Especial de Fazenda ', 'Jeferson Bittencourt – Secretário Especial de Fazenda', 'Adjunto', 'Esteves Colnago - Chefe da Assessoria Especial de Relações Institucionais do Ministério da Economia', 'Vitor Saback – Assessor Especial do Ministro', 'Silvio Holanda – Assessor Econômico do Senador Oriovisto', 'Antonio Silva Neto – Assessor do Senador Márcio Bittar', '', '']"
Ministério da Economia,Paulo Guedes,2020-03-11 10:00,"Reunião com o presidente da República, Jair Bolsonaro",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-03-11 15:00,"Reunião com o ministro da Infraestrutura, Tarcísio Freitas ",Local: Ministério da Economia - Bloco P,"['Marcelo Guaranys – Secretário Executivo ', 'Daniella Marques – Assessora Especial de Assuntos Estratégicos ', 'Bruno Bianco – Secretário Especial de Previdência e Trabalho ', 'Carlos Da Costa - Secretário Especial de Produtividade e Competitividade', 'Diogo Mac Cord – Secretário de Desenvolvimento da Infraestrutura', 'César Mattos – Secretário de Advocacia da Concorrência e Competitividade ', 'José Levi – Procurador-Geral da Fazenda Nacional', 'Esteves Colnago - Chefe da Assessoria Especial de Relações Institucionais', 'Marcelo Siqueira – Assessor Especial do Ministro', '']"
Ministério da Economia,Paulo Guedes,2020-03-11 16:00,"Reunião com o Advogado-Geral da União, André Luiz de Almeida Mendonça (Cancelada)",Local: Ministério da Economia - Bloco P,N/A
Ministério da Economia,Paulo Guedes,2020-03-11 17:00,Reunião com o deputado federal Celso Maldaner (MDB-SC),Local: Ministério da Economia - Bloco P,"['Roberto Campos Neto - Presidente do Banco Central do Brasil', 'Waldery Rodrigues – Secretário Especial de Fazenda ', 'Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos do Ministério da Economia', 'Esteves Colnago - Chefe da Assessoria Especial de Relações Institucionais do Ministério da Economia', 'Bruno Travassos – Chefe da Assessoria Especial de Assuntos Parlamentares do Ministério da Economia', 'Maurício Costa de Moura - Diretor de Relacionamento', 'Cidadania e Supervisão de Conduta do Banco Central', '', '']"
Ministério da Economia,Paulo Guedes,2020-03-11 18:00,Reunião com o senador Ciro Nogueira (PP-PI) e com a senadora Daniella Ribeiro (PP-PB),Local: Ministério da Economia - Bloco P,"['Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos ', 'Esteves Colnago - Chefe da Assessoria Especial de Relações Institucionais', 'Vitor Saback – Assessor Especial do Ministro', '', '']"
Ministério da Economia,Paulo Guedes,2020-03-06 10:00,"Audiência com o secretário executivo do Conselho Empresarial Brasil-China, Roberto Fendt",Local: Ministério da Economia no Rio de Janeiro - RJ,N/A
Ministério da Economia,Paulo Guedes,2020-03-06 11:00,"Audiência com o economista-chefe para Brasil no Banco Barclays em Nova York, Roberto Secemski",Local: Ministério da Economia no Rio de Janeiro - RJ,"['Juan Prada – Strategist BARCLAYS', 'Nathan Nascimento BLACKROCK INVESTMENT MANAGEMENT ', 'Francisco Campos-Ortiz - LatAm economista PRUDENTIAL INVESTMENT MANAGEMENT', 'Jason Lupatkin - Head of markets THIEL MACRO LLC', 'Mirella Sampaio - Senior economist ITAU ASSET MANAGEMENT', 'Pablo Salgado - BAHIA ASSET ', 'Caio Megale – Diretor de Programa Secretaria Especial de Fazenda', '']"
Ministério da Economia,Paulo Guedes,2020-03-06 12:00,"Reunião com o diretor de Infraestrutura, Concessões e PPPs do BNDES, Fábio Abrahão",Local: Ministério da Economia no Rio de Janeiro - RJ,"['Leonardo Cabral - Diretor de Estruturação de Empresas e Desinvestimento', 'Márcio Fróes - Gerente da Área de Estruturação de Empresas e Desinvestimento', 'Eduardo Santos da Costa – Chefe de Departamento – Área de Estruturação de Projetos e Parcerias de Investimentos', 'André Pompeo – Gerente da Área de Energia', 'Caio Megale – Diretor de Programa Secretaria Especial de Fazenda']"
Ministério da Economia,Paulo Guedes,2020-03-06 15:00,"Audiência com o presidente-executivo do Instituto Aço Brasil, Marco Polo de Mello, e lideranças empresariais",Local: Ministério da Economia no Rio de Janeiro - RJ,"['Marcos Troyjo – Secretário Especial de Comércio Exterior e Assuntos Internacionais', 'Gustavo Ene - Secretário de Desenvolvimento da Indústria', 'Comércio', 'Serviços e Inovação', 'Caio Megale – Diretor de Programa Secretaria Especial de Fazenda', 'José Ricardo Roriz Coelho – Presidente da Associação Brasileira da Indústria do Plástico (ABIPLAST)', 'Fernando Valente Pimentel – Presidente da Associação Brasileira da Indústria Têxtil e de Confecção (ABIT)', 'José Velloso Dias Cardoso – Presidente-Executivo da Associação Brasileira da Indústria de Máquinas e Equipamentos (ABIMAQ)', 'José Augusto de Castro – Presidente da Associação de Comércio Exterior do Brasil (AEB)', 'Antonio Sérgio Martins Mello –Vice- Presidente da Associação Nacional dos Fabricantes de Veículos Automotores (ANFAVEA)', 'Ciro Marino – Presidente-Executivo da Associação Brasileira da Indústria Química (ABIQUIM)', 'José Carlos Rodrigues Martins – Presidente da Câmara Brasileira da Indústria da Construção (CBIC)', 'Haroldo Ferreria – Presidente-Executivo da Associação Brasileira das Indústrias de Calçados (ABICALÇADOS)', 'Synésio Batista da Costa – Presidente da Associação Brasileira dos Fabricantes de Brinquedos (ABRINQ)', 'Elizabeth de Carvalhaes – Presidente Executiva da Associação da Indústria Farmacêutica de Pesquisa (INTERFARMA)', 'Paulo Camillo Penna – Presidente do Sindicato Nacional da Indústria do Cimento (SNIC)', 'Reginaldo Arcuri – Presidente Executivo do Grupo FarmaBrasil (FARMABRASIL)', 'Cristina Yuan – Diretora de Assuntos Institucionais do Instituto Aço Brasil (AÇO BRASIL)', 'Débora Oliveira -  Diretora de Comunicação e Relações Institucionais do Instituto Aço Brasil (AÇO BRASIL)']"
Ministério da Economia,Paulo Guedes,2020-03-06 17:00,"Reunião com a superintendente da Susep, Solange Vieira",Local: Ministério da Economia no Rio de Janeiro - RJ,N/A
Ministério da Economia,Paulo Guedes,2020-03-03 09:00,"Reunião com o presidente do Banco do Brasil, Rubem Novaes ",Local: Ministério da Economia – Bloco P,"['Secretário Executivo  ', 'Esteves Colnago – Chefe da Assessoria Especial de Relações Institucionais', 'Waldery Rodrigues - Secretário Especial de Fazenda', 'Salim Mattar - Secretário Especial de Desestatização e Desinvestimento', 'Marcelo Siqueira - Assessor Especial do Ministro', 'Guilherme Afif – Assessor Especial do Ministro', '']"
Ministério da Economia,Paulo Guedes,2020-03-03 10:30,Reunião com representantes de organizações civis (Cancelada),Local: Ministério da Economia – Bloco P,"['Adelaide De Oliveira – VemPraRua', 'Afonso Lembi – Aliança Brasil (antiga Aliança Nacional do Movimentos Democráticos)', 'Celina Gonçalves Ferreira – VemPraRua', 'Alessandro – ONM – Organização Nacional dos Movimentos', 'Gabriel Kanner – Brasil 200', 'Henrique Paixão - Insper', 'Ian Garcez - MBL', 'Marcos Lopes – Secovi', 'Renan Santos - MBL', 'Renato Sella– VemPraRua', 'Renato Dias – Ranking Políticos', 'Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos ', 'Vanessa Canado – Assessora Especial do Ministro ', 'Sando Vargas – Subsecretário de Tributação – RFB ', 'Jonathan Formiga – Subsecretário de Fiscalização – RFB']"
Ministério da Economia,Paulo Guedes,2020-03-03 14:30,"29° Reunião do Conselho de Governo com o presidente da República, Jair Bolsonaro",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-03-03 18:30,"Reunião semanal com o secretário especial de Produtividade, Emprego e Competitividade, Carlos Da Costa",Local: Ministério da Economia – Bloco P,"['Secretário Executivo', 'Daniella Marques -Chefe da Assessoria Especial de Assuntos Estratégicos', 'Bruno Portela - Secretário Adjunto da Secretaria de Produtividade', 'Emprego e Competitividade', 'Gustavo Ene - Secretário de Desenvolvimento da Indústria', 'Comércio', 'Serviços e Inovação ', 'Diogo Mac Cord - Secretário de Desenvolvimento e Infraestrutura', 'César Mattos - Secretário de Advocacia da Concorrência e Competitividade\t', 'Rodrigo Zarbone - Subsecretário de Capital Humano ', 'Jorge Hargrave - Diretor de Programa', 'Marcelo Souza - Diretor de Programa- SE/ME']"
Ministério da Economia,Paulo Guedes,2020-03-10 11:00,"Audiência com Andres Cardó, representante do Grupo de Mídia Unidad Editorial",Local: Ministério da Economia - Bloco P,"['Yana Dumaresq – Secretária Especial de Comércio Exterior e Assuntos Internacionais Substituta', 'Rodrigo Godinho – Assessor Especial para Assuntos Internacionais do Ministério da Economia', '']"
Ministério da Economia,Paulo Guedes,2020-03-10 11:30,"Reunião com o presidente do BNDES, Gustavo Montezano",Local: Ministério da Economia - Bloco P,"['Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos ', 'Marcelo Guaranys – Secretário-Executivo ', 'Fabio Almeida Abrahão - Diretoria de Infraestrutura', 'Concessões e PPPs ', 'Petrônio Duarte Cançado - Diretoria de Crédito e Garantia', 'Salim Mattar - Secretário Especial de Desestatização e Desinvestimento - ME ', 'José Levi do Amaral - Procurador-Geral da Fazenda Nacional', 'Waldery Rodrigues – Secretário Especial de Fazenda ', 'Marcelo Siqueira – Assessor Especial do Ministro ', '']"
Ministério da Economia,Paulo Guedes,2020-03-10 17:00,"Reunião com o ministro da Infraestrutura, Tarcísio Freitas (Cancelada)",Local: Ministério da Economia - Bloco P,"['Marcelo Guaranys – Secretário Executivo ', 'Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos ', 'Carlos da Costa - Secretário Especial de Produtividade e Competitividade', 'Diogo Mac Cord – Secretário de Desenvolvimento da Infraestrutura', 'César Mattos – Secretário de Advocacia da Concorrência e Competitividade ', 'José Levi – Procurador-Geral da Fazenda Nacional', 'Esteves Colnago - Chefe da Assessoria Especial de Relações Institucionais', 'Marcelo Siqueira – Assessor Especial do Ministro', '']"
Ministério da Economia,Paulo Guedes,2020-03-10 18:00,"Reunião com o secretário especial de Fazenda, Waldery Rodriges",Local: Ministério da Economia - Bloco P,"['Adolfo Sachsida - Secretário de Política Econômica', 'Marcos Kohler - Subsecretário de Direito Econômico', 'Pedro Miranda - Subsecretário de Política Microeconômica e Financiamento de Infraestrutura', 'Rogério Boueri - Subsecretário de Política Agrícola e Meio Ambiente', 'Marco Cavalcanti - Subsecretário de Política Fiscal', 'Vladimir Teles - Subsecretário de Política Macroeconômica', '']"
Ministério da Economia,Paulo Guedes,2020-03-05 10:00,Lançamento do Conselho Superior Diálogo pelo BRASIL ,Local: Sede da Fiesp – São Paulo - SP,N/A
Ministério da Economia,Paulo Guedes,2020-03-05 12:30,"Almoço com o presidente da Fiesp, Paulo Skaf",Local: Sede da Fiesp – São Paulo - SP,N/A
Ministério da Economia,Paulo Guedes,2020-03-05 15:30,Audiência com representantes empresariais ,Local: Ministério da Economia em São Paulo - SP,"['David Feffer – Presidente Executivo da Suzano Holding e Presidente do Conselho de Administração da Suzano S.A.  ', 'Pedro Wongtschowshi - Presidente do Conselho de Administração da Ultrapar', 'Raul Calfat – Presidente do Conselho da Ache ', 'Salo Seibel – Presidente do Conselho da Duratex', 'Dan Iochpe – Presidente do Conselho da Ioschpe', 'Pedro Passos – Co-Presidente do Conselho de Administração da Natura CO', 'Horácio Piva – Presidente do Conselho da Klabin', 'Samuel Kinoshita – Assessor Especial do Ministro ', 'Vanessa Canado – Assessora Especial do Ministro', '']"
Ministério da Economia,Paulo Guedes,2020-03-04 09:30,"Audiência com o professor de Direito Financeiro da Universidade de São Paulo (USP), Heleno Torres",Local: Ministério da Economia – Bloco P,"['Roberto Campos – Presidente do Banco Central', 'José Tostes – Secretário Especial da Receita Federal ', 'Vanessa Canado – Assessora Especial do Ministro']"
Ministério da Economia,Paulo Guedes,2020-03-04 11:00,"Cerimônia de posse da secretária especial de Cultura do Ministério do Turismo, Regina Duarte (CANCELADA)",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-03-04 14:30,"Reunião com o governador do Estado de Minas Gerais, Romeu Zema",Local: Ministério da Economia – Bloco P,"['Gustavo Barbosa', 'Secretário de Fazenda de Minas Gerais (MG)                                                     Salim Mattar', 'Secretário Especial de Desestatização e Desinvestimento', 'Mansueto Almeida', 'Secretário do Tesouro Nacional', 'Ana Paula Bitencourt', 'Subprocuradora-Geral da Fazenda', 'Pricilla Santana', 'Subsecretária de Relações Financeiras Intergovernamentais', 'Bruno Funchal', 'Diretor de Programa', 'Gustavo Guimarães', 'Diretor de Programa', 'Andreia Senko', 'Chefe de Gabinete da Secretaria de Fazenda de Minas Gerais (MG)']"
Ministério da Economia,Paulo Guedes,2020-03-04 16:00,Solenidade de lançamento da Agenda + Brasil ,Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-03-04 17:00,"Reunião com o ministro da Fazenda do Paraguai, Benigno Mária Lopez ",Local: Ministério da Economia – Bloco P,"['Marcos Troyjo – Secretário Especial de Comércio Exterior e Assuntos Internacionais', 'Rodrigo Godinho – Assessor para Assuntos Econômico e Internacionais']"
Ministério da Economia,Paulo Guedes,2020-01-02 00:00,Em período de férias (02/01/2020 a 10/01/2020),N/A,"[' Pacheco dos Guaranys', 'Secretário Executivo do Ministério da Economia', '', 'Agenda disponível em: www.economia.gov.br/agendas/secretaria-executiva/gabinete/marcelo-pacheco-dos-guaranys/']"
Ministério da Economia,Paulo Guedes,2020-02-19 10:00,12ª Reunião do Conselho do Programa de Parcerias de Investimentos PPI,Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-02-19 14:00,Despachos internos,Local: Ministério da Economia – Bloco P,N/A
Ministério da Economia,Paulo Guedes,2020-02-19 17:00,"Reunião com o deputado federal Marcos Pereira, primeiro vice-presidente da Câmara dos Deputados  e representantes do setor têxtil",Local: Ministério da Economia - Bloco P,"['Carlos Da Costa – Secretário Especial de Produtividade', 'Emprego e Competitividade', 'Anna Maria Marzorati Kuntz – Conselheira Vicunha Têxtil S/A', 'Fernando Valente Pimentel - Presidente  da Associação Brasileira da Indústria Têxtil e de Confecção (ABIT)', 'Lineu Jorge Frayha - Presidente da Associação Brasileira de Produtores de Fibras Artificiais e Sintéticas (ABRAFAS)', 'Mateus Salles Assessor de Relações Governamentais da Associação Brasileira da Indústria Têxtil e de Confecção (ABIT)', 'Lucas Garofano - Assessor de Relações Governamentais da Associação Brasileira da Indústria Têxtil e de Confecção (ABIT)', 'Gustavo Ene – Secretário de Desenvolvimento da Indústria', 'Comércio', 'Serviços e Inovação – SDIC/SEPEC/ME', 'Rogério Fabrício Glass – Coordenador-Geral de Insumos Básicos e Trabalho-SDIC/SEPEC/ME', 'Bruno Travassos – Chefe da Assessoria Especial para Assuntos Parlamentares', 'Daniel Follain - Assessor/SEPEC/ME', '', '', '']"
Ministério da Economia,Paulo Guedes,2020-02-19 18:00,"Reunião com os ministros de Infraestrutura, Tarcísio Freitas, e da Controladoria Geral da União (CGU), Wagner do Rosário",Local: Ministério da Economia – Bloco P,"['Miguel Ragone – Secretário Executivo do Ministério da Economia substituto', 'Diogo Mac Cord - Secretário Desenvolvimento da Infraestrutura – SEPEC', 'Fernanda Vilares - Assessora Especial de Assuntos Legislativos Substituta do Ministério da Justiça ', 'Roberto Domingos Taufick - Coordenador de Acompanhamento de Projetos Legislativos em Matéria Penal do Ministério da Justiça', 'Marlos Moreira dos Santos – Diretor de Auditoria de Políticas de Infraestrutura da CGU', 'Rodrigo Carvalho Gonçalves – Coordenador-Geral da Área de Regulação da CGU', 'Roberto Loiola – chefe do Gabinete do Ministro da Infraestrutura', 'Natalia Resende - Consultora Jurídica do Ministério da Infraestrutura', '', '', '', '']"
Ministério da Economia,Paulo Guedes,2020-02-20 09:00,"Reunião com o presidente do Banco do Brasil, Rubem Novaes (Cancelada)",Local: Ministério da Economia – Bloco P,"['Daniella Marques – Chefe da Assessoria Especial de Assuntos Estratégicos ', 'Waldery Rodrigues - Secretário Especial de Fazenda', 'Salim Mattar - Secretário Especial de Desestatização e Desinvestimento', 'Marcelo Siqueira - Assessor Especial do Ministro']"
Ministério da Economia,Paulo Guedes,2020-02-20 10:30,"Lançamento do Crédito Imobiliário com taxa fixa com o presidente da República, Jair Bolsonaro",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-02-20 12:00,"Reunião semanal com o secretário especial de Fazenda, Waldery Rodrigues",Local: Ministério da Economia – Bloco P,"['Daniella Marques - Chefe da Assessoria Especial de Assuntos Estratégicos ', 'Miguel Ragone - Secretário Executivo Substituto', 'Esteves Colnago - Chefe da Assessoria Especial de Relações Institucionais', 'Jeferson Bittencourt - Secretário Especial da Fazenda Adjunto', 'Adolfo Sachsida - Secretário de Política Econômica - SPE', 'Aumara Feu - Secretaria de Avaliação', 'Planejamento', 'Energia e Loteria Adjunta', 'Otávio Ladeira - Secretário do Tesouro Nacional Adjunto', 'Priscilla Santana - Subsecretária de Relações Financeiras Intergovernamentais - STN', 'Adriano de Paula - Subsecretário de Gestão Fiscal - STN', 'Bruno Cirilo - STN', 'George Soares - Secretário de Orçamento Federal - SOF', 'Geraldo Julião - Secretário de Orçamento Federal Adjunto - SOF', 'Gustavo Guimarães - Diretor de Programa', 'Julio Cesar Costa Pinto - Diretor de Programa', 'Caio Megale - Diretor de Programa', 'Gustavo Tillman - Diretor do Departamento do FGTS e Conselho do FAT', 'Marcelo Siqueira - Chefe da Assessoria Especial ', 'Rafaelo Abritta - Assessor Especial do Ministro', 'André Garcia  - Diretor de Programa da SE', 'Gustavo Lobo - Diretor de Programa da SE']"
Ministério da Economia,Paulo Guedes,2020-02-20 12:00,Assinatura do protocolo de Intenções entre o Ministério da Defesa e o BNDES,Local: Ministério da Defesa – Bloco Q,N/A
Ministério da Economia,Paulo Guedes,2020-02-20 15:00,Reunião do Conselho Monetário Nacional (CMN),Local: Ministério da Economia – Bloco P,N/A
Ministério da Economia,Paulo Guedes,2020-02-17 10:00,Reunião-Geral de Secretários do Ministério da Economia,Local: Ministério da Economia – Bloco P,"['Daniella Marques – Chefe da Assessora Especial de Assuntos Estratégicos', 'Marcelo Guaranys - Secretário Executivo', 'Miguel Ragone - Secretário Executivo Adjunto ', 'Cinara Lima - Chefe de Gabinete do Ministro da Economia', 'Jose Levi - Procurador-Geral da Fazenda', 'Ricardo Soriano - Procurador-Geral da Fazenda Adjunto', 'Ana Paula Bittencourt - Subprocuradora-Geral da Fazenda Nacional', 'José Tostes - Secretário Especial da Receita Federal', 'Waldery Rodrigues - Secretário Especial de Fazenda', 'Jeferson Bittencourt – Secretário Especial de Fazenda Adjunto', 'Adolfo Sachsida - Secretário de Política Econômica', 'Mansueto Almeida - Secretário do Tesouro Nacional', 'Carlos Da Costa - Secretário Especial de Produtividade e Competitividade', 'Bruno Portela - Secretário Especial Adjunto de Produtividade e Competitividade', 'Marcos Troyjo - Secretário Especial do Comércio Exterior e Assuntos Internacionais', 'Yana Dumaresq - Secretária Especial do Comércio Exterior e Assuntos Internacionais Adjunta', 'Paulo Uebel  - Secretário Especial de Desburocratização', 'Gestão e Governo Digital', 'Gleisson Rubin - Secretário Especial de Desburocratização', 'Gestão e Governo Digital Adjunto', 'Salim Mattar - Secretário Especial de Desestatização', 'Desinvestimento e Mercados', 'Idalício Silva - Secretário Especial de Desestatização', 'Desinvestimento e Mercados Adjunto', 'Bruno Bianco - Secretário Especial de Previdência e Trabalho', 'Martha Seillier - Secretária Especial do Programa de Parceiras e Investimentos (PPI) indicada', 'Marcelo Siqueira - Assessor Especial do Ministro', 'Bruno Travassos - Chefe da Assessoria  Especial  de Assuntos Parlamentares', 'Vitor Saback - Assessor Especial do Ministro', 'Aloísio Araújo - Assessor Especial do Ministro', 'Samuel Kinoshita - Assessor Especial do Ministro em SP', 'Rafaelo Abritta - Assessor Especial do Ministro', 'Guilherme Afif - Assessor Especial do Ministro', 'Caio Megale - Diretor de Programa', 'Esteves Colnago - Chefe da Assessoria Especial de Relações Institucionais', 'Gabriela Valente - Chefe da Assessoria Especial de Comunicação Social']"
Ministério da Economia,Paulo Guedes,2020-02-17 12:00,Almoço com os secretários especiais,Local: Ministério da Economia – Bloco P,"['Miguel Ragone - Secretário-Executivo Substituto', 'Daniella Marques - Assessora Especial de Assuntos Estratégicos', 'José Levi - Procurador-Geral da Fazenda Nacional', 'José Tostes - Secretário Especial da Receita Federal', 'Waldery Rodrigues - Secretário Especial da Fazenda', 'Carlos Da Costa - Secretário Especial de Produtividade e Competitividade', 'Marcos Troyjo - Secretário Especial do Comércio Exterior e Assuntos Internacionais ', 'Paulo Uebel - Secretário Especial de Desburocratização', 'Gestão e Governo Digital ', 'Bruno Bianco - Secretário Especial de Previdência e Trabalho ', 'Salim Mattar - Secretário Especial de Desestatização', 'Desinvestimento e Mercados', 'Martha Seillier - Secretária Especial do Programa de Parceiras e Investimentos (PPI) indicada', 'Esteves Colnago - Secretário Adjunto da Secretaria Especial da Fazenda ', 'Marcelo Siqueira - Assessor Especial do Ministro ', 'Samuel Kinoshita - Assessor Especial do Ministro em SP', 'Aloísio Araújo - Assessor Especial do Ministro ', 'Guilherme Afif - Assessor Especial do Ministro']"
Ministério da Economia,Paulo Guedes,2020-02-17 14:00,"Reunião com o presidente da República, Jair Bolsonaro",Local: Palácio do Planalto,N/A
Ministério da Economia,Paulo Guedes,2020-02-17 15:00,"Reunião semanal com o secretário especial de Desburocratização, Gestão e Governo Digital ",Local: Ministério da Economia – Bloco P,"['Miguel Ragone - Secretário Executivo Substituto ', 'Wagner Lenhart - Secretário de Gestão e Desempenho de Pessoal', 'Gleisson Rubin - Secretário Especial Adjunto de Desburocratização', 'Gestão e Governo Digital', 'Cristiano Heckert - Secretário de Gestão', 'Geanluca Lorenzon - Diretor de Programa ', 'Marcelo Siqueira - Assessor Especial do Ministro ', 'Rafaelo Abritta - Assessor Especial do Ministro', 'Marcelo Varella - Assessor Especial do Ministro', 'Samuel Kinoshita - Assessor Especial do Ministro em SP ', 'Erika Melissa Nassar - Diretora de Programa da SE']"
Ministério da Economia,Paulo Guedes,2020-02-17 17:00,"Reunião semanal com o secretário especial de Previdência e Trabalho, Bruno Bianco",Local: Ministério da Economia – Bloco P,"['Miguel Ragone - Secretário Executivo Substituto', 'Daniella Marques - Chefe da Assessoria Especial de Assuntos Estratégicos ', 'Narlon Nogueira - Secretário de Previdência ', 'Leonardo Rolim - Presidente do INSS', 'Marcelo Siqueira - Assessor Especial do Ministro ', 'Rafaelo Abritta - Assessor Especial do Ministro', 'Samuel Kinoshita - Assessor Especial do Ministro em SP', 'Rodrigo Cota - Diretor de Programa da SE']"
Ministério da Economia,Paulo Guedes,2020-02-17 19:00,"Reunião semanal com o secretário especial de Comércio Exterior e Assuntos Internacionais, Marcos Troyjo",Local: Ministério da Economia – Bloco P,"['Miguel Ragone - Secretário Executivo Substituto ', 'Daniella Marques     - Chefe da Assessoria Especial de Assuntos Estratégicos   ', 'Yana Dumaresq - Secretária Especial do Comércio Exterior e Assuntos Internacionais Adjunta', 'Marcelo Siqueira -Assessor Especial do Ministro ', 'Rafaelo Abritta - Assessor Especial do Ministro', 'Samuel Kinoshita - Assessor Especial do Ministro em SP', 'Marcelo Souza - Diretor de Programa da SE', 'Kelvia Albuquerque - Diretora de Programa da SE']"
Ministério da Economia,Paulo Guedes,2020-02-12 10:00,322ª Reunião Extraordinária do CONFAZ ,Local: Ministério da Economia – Bloco P,N/A
Ministério da Economia,Paulo Guedes,2020-02-12 16:00,"Reunião com o ministro de Ciência, Tecnologia, Inovações e Comunicações, Marcos Pontes ",Local: Ministério da Economia – Bloco P,"['Marcos Pontes - Ministro de Ciência', 'Tecnologia', 'Inovações e Comunicações', 'Marcelo Guaranys – Secretário-Executivo – ME', 'Martha Seillier', 'Secretária Especial do Programa de Parceiras e Investimentos (PPI)', 'Gustavo Ene – Secretário de Desenvolvimento da Indústria', 'Comércio Serviços e Inovação  - ME', 'Rafael Wandrey –Subsecretário de Inovação – Substituto – SEOEC/ME', 'Igor Manhães Nazareth - Subsecretário de Inovação da SEPEC/ME', 'Carlos Alberto Flora Baptistucci – Secretário-Executivo Adjunto  -MCTIC', 'Marcelo Gomes Meirelles - Diretor do Departamento de Estruturas de Custeio e Financiamento de Projetos – DECFI/SEPLA/MCTIC', 'Idalício Silva – Secretário Especial Adjunto de Desestatização', 'Desinvestimento e Mercados']"
Ministério da Economia,Paulo Guedes,2020-02-12 17:30,Encerramento do Seminário de Abertura do Ano Legislativo - Revista Voto ,Local: Anfiteatro Complexo Brasil 21 – Brasília - DF,N/A
